,index_sql,q10_part_1,q10_part_2,q10_part_3,q10_part_4,q10_part_5,q10_part_6,q10_part_7,q10_part_8,q10_part_9,q10_part_10,q10_part_11,q10_part_12,q10_part_13,q10_part_14,q10_part_15,q10_part_16,q10_other
13768,13769,,Colab Notebooks,,,,,,,,,,,,,,,
13769,13770,,Colab Notebooks,,,,,,,,,,, Zeppelin / Zepl Notebooks ,,,,
13770,13771,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13771,13772,,Colab Notebooks,,,,,,,,,,,,,,,
13772,13773,,Colab Notebooks,,,,,,,,,,,,,,,
13773,13774,,,,,,,,,,,,,,,,None,
13774,13775,,Colab Notebooks,,,,,,,,,,,,,,,
13775,13776, Kaggle Notebooks,,,,,,,,,,,,,,,,
13776,13777,,,,,,,,,,,,,,,,None,
13777,13778,,,,,,,,,,,,,,,,None,
13778,13779,,,,,,,,,,,,,,,,None,
13779,13780,,,,,,,,,,,,,, Deepnote Notebooks ,,,
13780,13781, Kaggle Notebooks,,,,,,,,,,,,,,,,
13781,13782,,,,,,,,,,,,,,,,,
13782,13783,,Colab Notebooks,,,,,,,,,,,,,,,
13783,13784,,,,,,,,,,,,,,,,None,
13784,13785,,,,,,,,,,,,,,,,None,
13785,13786,,,,,,,,,,,,,,,,None,
13786,13787, Kaggle Notebooks,,,,,,,,,,,,,,,,
13787,13788,,,,,,,,, Amazon EMR Notebooks ,,,,,,,,
13788,13789,,,,,,,,,,,,,,,,None,
13789,13790, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
13790,13791,,,,,,,,,,,,,,,,None,
13791,13792, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13792,13793,,Colab Notebooks,,,,,,,,,,,,,,,
13793,13794,,,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
13794,13795, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
13795,13796,,,,,,,,,,,,,,,,None,
13796,13797,,,,,,,,,,,,,,,,,
13797,13798,,Colab Notebooks,,,,,,,,,,,,,,,
13798,13799,,,,, Binder / JupyterHub ,,,,,,,,,,,,
13799,13800,,,,,,,,,,,,,,,,None,
13800,13801,,Colab Notebooks,,,,,,,,,, Databricks Collaborative Notebooks ,,,,,
13801,13802, Kaggle Notebooks,,,,,,,,,,,,,,,,
13802,13803, Kaggle Notebooks,,Azure Notebooks,,,,,,,,,,,,,,
13803,13804, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,,,,, Amazon Sagemaker Studio Notebooks ,,Google Cloud Notebooks (AI Platform / Vertex AI) ,, Databricks Collaborative Notebooks , Zeppelin / Zepl Notebooks ,,,,
13804,13805,,,,,,,,,,,,,,,,,Other
13805,13806,,,,,,,,,,,,,,,,,
13806,13807,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13807,13808,,,,,,,,,,,,,,,,None,
13808,13809, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13809,13810,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
13810,13811, Kaggle Notebooks,,Azure Notebooks,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,, Zeppelin / Zepl Notebooks ,,,,Other
13811,13812,,,,, Binder / JupyterHub ,,,,,,,,,,,,
13812,13813, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
13813,13814,,,,,,,,,,,,,,,,None,
13814,13815,,,,,,,,,,,Google Cloud Datalab,,,,,,
13815,13816,,Colab Notebooks,,,,,,,,,,,,,,,
13816,13817,,,,,,,,,,,,,,,,None,
13817,13818,,Colab Notebooks,,,,,,,,,,,,,,,
13818,13819, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13819,13820,,,,,,,,,,,,,,,,None,
13820,13821,,Colab Notebooks,,,,,,,,,,,,,,,
13821,13822, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13822,13823,,,,,,,,,,,,,,,,None,
13823,13824,,,,,,,,,,,,,,,,None,
13824,13825,,,,,,,,,,,,,,,,None,
13825,13826,,,,,,,,,,,,,,,,None,
13826,13827,,Colab Notebooks,,,,,,,,,,,,,,,
13827,13828, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13828,13829,,,,,,,,,,,,,,,,None,
13829,13830, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13830,13831,,,,,,,,,,,,,,,,,
13831,13832,,,,,,,,,,,,,,,,None,
13832,13833,,Colab Notebooks,,,,,,,,,,,,,,,
13833,13834,,,,, Binder / JupyterHub ,, IBM Watson Studio ,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13834,13835, Kaggle Notebooks,,,,,,,,,,,,,,,,
13835,13836, Kaggle Notebooks,,,,,, IBM Watson Studio ,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
13836,13837,,Colab Notebooks,,,,,,,,,,,,,,,
13837,13838,,Colab Notebooks,,,,,,,,,,,,,,,
13838,13839,,,,,,,,,,,,,,,,None,
13839,13840,,,,,,,,,,,,,,,,None,
13840,13841,,,,,,,,,,,,,,,,None,
13841,13842,,,,,,,,,,,, Databricks Collaborative Notebooks ,,,,,
13842,13843, Kaggle Notebooks,,,,,,,,,,,,,,,,
13843,13844, Kaggle Notebooks,,,,,,,,,,,,,,,,
13844,13845,,Colab Notebooks,,,,,,,,,,,,,,,
13845,13846,,,,,,,,,,,,,,,,None,
13846,13847,,,,,,,,,,,,,,,,None,
13847,13848,,Colab Notebooks,,,,,,,,,,,,,,,
13848,13849,,Colab Notebooks,,,,,,,,,,,,,,,
13849,13850,,,,, Binder / JupyterHub ,,,,,,,,,,,,
13850,13851,,,,,,,,,,,,,,,,None,
13851,13852, Kaggle Notebooks,,,,,,,,,,,,,,,,
13852,13853,,,,,,,,,,,,,,,,None,
13853,13854,,,,,,, IBM Watson Studio ,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13854,13855,,,,,,,,,,,,,,,,None,
13855,13856,,,,,,,,,,,,,,,,None,
13856,13857,,Colab Notebooks,,,,,,,,,,,,,,,
13857,13858,,,,,, Code Ocean , IBM Watson Studio ,,,,Google Cloud Datalab,,,, Observable Notebooks ,,
13858,13859, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13859,13860,,,,,,,,,,,,,,,,None,
13860,13861, Kaggle Notebooks,,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
13861,13862, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13862,13863,,,,,,,,,,,,,,,,None,
13863,13864, Kaggle Notebooks,,,,,,,,,,,,,,,,
13864,13865, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,, Deepnote Notebooks ,,,
13865,13866,,,,,,,,,,,,,,,,None,
13866,13867, Kaggle Notebooks,,,,,,,,,,,,,,,,
13867,13868,,,,,,,,,,,,,,,,None,
13868,13869, Kaggle Notebooks,,,,,,,,,,,,,,,,
13869,13870,,,,,,,,,,,,,,,,None,
13870,13871,,,,,,,,,,,,,,,,None,
13871,13872,,,Azure Notebooks,,,,,,,,Google Cloud Datalab,,,,,,
13872,13873, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13873,13874, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13874,13875,,,,,,,,,,,Google Cloud Datalab,,,,,,
13875,13876, Kaggle Notebooks,,,,,,, Amazon Sagemaker Studio Notebooks ,,,Google Cloud Datalab,,,,,,
13876,13877,,,,,,,,,,,,,,,,None,
13877,13878,,Colab Notebooks,,,,,,,,,,,,,,,
13878,13879, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13879,13880,,,,,,,,,,,,,,,,None,
13880,13881,,,,,,,,,,,,,,,,None,
13881,13882,,Colab Notebooks,,,,,,,,,,,,, Observable Notebooks ,,
13882,13883,,Colab Notebooks,,, Binder / JupyterHub ,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
13883,13884, Kaggle Notebooks,,,,,,,,,,,,,,,,
13884,13885, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13885,13886,,,,,,,,,,,,,,,,None,
13886,13887,,Colab Notebooks,,,,,,,,,,,,,,,
13887,13888, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13888,13889,,,,,,,,,,,,,,,,None,
13889,13890,,,,,,,,,,,,,,,,None,
13890,13891,,Colab Notebooks,,,,,,,,,,,,,,,
13891,13892, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,, Databricks Collaborative Notebooks ,,,,,
13892,13893,,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
13893,13894, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13894,13895, Kaggle Notebooks,,,,,,,,,,,,,,,,
13895,13896,,Colab Notebooks,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
13896,13897,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13897,13898, Kaggle Notebooks,,,,,,,,,,,,,,,,
13898,13899,,,,,,,,,,,,,,,,None,
13899,13900,,,,,,,,,,,,,,,,None,
13900,13901,,,Azure Notebooks,,,,,,,,,,,,,,
13901,13902,,,,,,,,,,,,,,,,,Other
13902,13903,,,,,,, IBM Watson Studio ,,,,,,,,,,
13903,13904,,Colab Notebooks,,,,,,,,,,,,,,,
13904,13905, Kaggle Notebooks,,Azure Notebooks,,,,,,,,,,,,,,
13905,13906, Kaggle Notebooks,,,,,,,,,,,,,,,,
13906,13907, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13907,13908, Kaggle Notebooks,,,,,,,,,,,,,,,,
13908,13909, Kaggle Notebooks,,,,,,,,,,Google Cloud Datalab,,,,,,
13909,13910, Kaggle Notebooks,,,,,,,, Amazon EMR Notebooks ,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
13910,13911, Kaggle Notebooks,Colab Notebooks,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
13911,13912,,,,,,,,,,,,,,,,None,
13912,13913, Kaggle Notebooks,,,,,,,,,,,,,,,,
13913,13914, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13914,13915,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
13915,13916, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13916,13917,,,,,,,,,,,,,,,,None,
13917,13918,,,,,,,,,,,,,,,,None,
13918,13919, Kaggle Notebooks,,,,,,,,,,,, Zeppelin / Zepl Notebooks ,,,,
13919,13920, Kaggle Notebooks,,,,,,,,,,,,,,,,
13920,13921,,,,,,,,,,,,,,,,None,
13921,13922,,,,,,,,,,,,,,,,None,
13922,13923, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13923,13924,,,,,,,,,,,,,,,,None,
13924,13925,,Colab Notebooks,,,,,,,,,,,,,,,
13925,13926,,Colab Notebooks,,,,,,,,,,,,,,,
13926,13927,,,,, Binder / JupyterHub ,,, Amazon Sagemaker Studio Notebooks ,,,,, Zeppelin / Zepl Notebooks ,,,,
13927,13928,,Colab Notebooks,,,,,,,,,,,,,,,
13928,13929,,Colab Notebooks,,,,,,,,,,,,,,,
13929,13930, Kaggle Notebooks,,,,,,,,,,,,,,,,
13930,13931,,,,,,,,,,,,,,,,None,
13931,13932,,,,,,,,,,,,,,,,None,
13932,13933,,,,,,,,,,,,,,,,None,
13933,13934, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13934,13935,,,,,,,,,,,,,,,,None,
13935,13936, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13936,13937,,,,,,,,,,,,,,,,None,
13937,13938,,Colab Notebooks,,,,,,,,,,,,,,,
13938,13939,,,,,,,,,,,,,,,,,
13939,13940,,Colab Notebooks,,, Binder / JupyterHub ,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
13940,13941, Kaggle Notebooks,,,,,,,,,,,,,,,,
13941,13942, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13942,13943,,,,,,,,,,,,,,,,,
13943,13944,,,,,,,,,,,,,,,,None,
13944,13945,,Colab Notebooks,,,,,,,,,,,,,,,
13945,13946, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13946,13947,,Colab Notebooks,,,,,,,,,,,,,,,
13947,13948,,,,,,,,,,,,,,,,None,
13948,13949,,,,,,,,,,,,,,,,,Other
13949,13950, Kaggle Notebooks,,,,,,,,,,,,,,,,
13950,13951, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13951,13952, Kaggle Notebooks,,,,,, IBM Watson Studio ,,,,,,,,,,
13952,13953, Kaggle Notebooks,,,,,,,,,,,,,,,,
13953,13954,,,,,,,,,,,,,,,,None,
13954,13955, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,,,, IBM Watson Studio ,,,,,,,,,,
13955,13956,,,,,,,,,,,,,,,,None,
13956,13957, Kaggle Notebooks,,,,,,,,,,,,,,,,
13957,13958,,,,,,,,,,,,,,,,None,
13958,13959,,,,,,,,,,,,,,,,None,
13959,13960,,,,,,,,,,,,,,,,,
13960,13961,,,,,,,,,,,,,,,,None,
13961,13962, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13962,13963, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,, Deepnote Notebooks ,,,
13963,13964, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13964,13965,,,,,,,,,,,,,,,,None,
13965,13966,,,,,,,,,,,,,,,,None,
13966,13967,,Colab Notebooks,,,,,,,,,,,,,,,
13967,13968,,,, Paperspace / Gradient ,,,,,,,,,,,,,
13968,13969,,,Azure Notebooks,,,,,,,,,,,,,,
13969,13970,,Colab Notebooks,Azure Notebooks,,,,,,,,,,,,,,
13970,13971, Kaggle Notebooks,Colab Notebooks,,,,,,,,,Google Cloud Datalab, Databricks Collaborative Notebooks ,,,,,
13971,13972, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13972,13973,,,,,,,,,,,,,,,,None,
13973,13974, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13974,13975,,,,, Binder / JupyterHub ,,,,,,,,,,,,
13975,13976,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,, Databricks Collaborative Notebooks ,,,,,
13976,13977, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13977,13978, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13978,13979, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13979,13980,,,,,,,,,,,,,,,,None,
13980,13981,,,,,,,,,,,,,,,,None,
13981,13982,,Colab Notebooks,,,,,,,,,,,,,,,
13982,13983,,,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
13983,13984, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,, Zeppelin / Zepl Notebooks ,,,,
13984,13985,,Colab Notebooks,,,,,,,,,,,,,,,
13985,13986,,,,,,,,,,,,,,,,None,
13986,13987,,,,,,,,,,,,,,,,None,
13987,13988, Kaggle Notebooks,,,,,,,,,,,,,,,,
13988,13989,,,,,, Code Ocean ,,,,,,,,,,,
13989,13990, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13990,13991,,Colab Notebooks,,,,,,,,,,,,,,,
13991,13992, Kaggle Notebooks,Colab Notebooks,,,,,, Amazon Sagemaker Studio Notebooks , Amazon EMR Notebooks ,,,,,,,,
13992,13993, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13993,13994, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
13994,13995,,,,,,,,,,,,,,,,None,
13995,13996, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13996,13997, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13997,13998, Kaggle Notebooks,,,,,,,,,,,,,,,,
13998,13999, Kaggle Notebooks,,,,,,, Amazon Sagemaker Studio Notebooks ,,,, Databricks Collaborative Notebooks ,,,,,
13999,14000, Kaggle Notebooks,,,,,,,,,,,,,,,,
14000,14001,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
14001,14002,,,,,,,,,,,,,,,,None,
14002,14003, Kaggle Notebooks,,,,,,,,,,Google Cloud Datalab,,,,,,
14003,14004, Kaggle Notebooks,Colab Notebooks,,,,, IBM Watson Studio ,,,,Google Cloud Datalab,,,,,,
14004,14005,,,,,,,,,,,,,,,,None,
14005,14006, Kaggle Notebooks,,,,,,,,,,,,,,,,
14006,14007, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,,,,,,,,
14007,14008,,,,,,,,,,,,,,,,None,
14008,14009,,Colab Notebooks,,,,,,,,,,,,,,,
14009,14010,,Colab Notebooks,Azure Notebooks,,,,,,,,,,,,,,
14010,14011,,Colab Notebooks,,,,,,,,,,,,,,,
14011,14012,,Colab Notebooks,,,,,,,,,,,,,,,
14012,14013,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
14013,14014, Kaggle Notebooks,,,,,,,,,,,,,,,,
14014,14015,,Colab Notebooks,,,,,,,,,,,,,,,
14015,14016,,,,,,,,,,,,,,,,None,
14016,14017, Kaggle Notebooks,,,,,,,,,,,,,,,,
14017,14018,,,,,,,,,,,,,,,,None,
14018,14019,,,,,,,,,,,,,,,,None,
14019,14020,,,,,,,,,,,,,,,,None,
14020,14021,,,,,,,,,,,, Databricks Collaborative Notebooks ,,,,,
14021,14022,,Colab Notebooks,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
14022,14023,,,,,,,,,,,,,,,,None,
14023,14024, Kaggle Notebooks,,,,,,,,,,,,,,,,
14024,14025,,,,,,,,,,,,, Zeppelin / Zepl Notebooks ,,,,
14025,14026,,,,,,,,,,,,,,,,,Other
14026,14027,,,,,,,,,,,,,,,,,
14027,14028, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
14028,14029, Kaggle Notebooks,,,,,,,,,,,,,,,,
14029,14030,,Colab Notebooks,,,,,,,,,,,,,,,
14030,14031,,,,,,,,,,,,,,,,None,
14031,14032, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
14032,14033, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
14033,14034,,,,,,,,,,,,,,,,None,
14034,14035,,,,,,,,,,,,,,,,,Other
14035,14036,,,,,,,,,,,,,,,,None,
14036,14037,,,,,,,,,,,,,,,,None,
14037,14038, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
14038,14039, Kaggle Notebooks,,,,,,,,,,,,,,,,
14039,14040,,,,,,,,,,,,,,,,None,
14040,14041, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
14041,14042,,,,,,,,,,,,,,,,None,
14042,14043, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
14043,14044, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
14044,14045,,Colab Notebooks,,,,,,,,,,,,,,,
14045,14046, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,,,,,,,,
14046,14047,,Colab Notebooks,,,,,,,,,,,,,,,Other
14047,14048,,,,,,,,,,,,,,,,None,
14048,14049, Kaggle Notebooks,,,,,,,,,,,,,,,,
14049,14050,,,,,,,,,,,,,,,,,
14050,14051,,Colab Notebooks,,,,,,,,,,,,,,,Other
14051,14052,,,,,,,,,,,,,,,,,
14052,14053,,Colab Notebooks,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
14053,14054, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
14054,14055,,,,,,,,,,,,,,,,,
14055,14056, Kaggle Notebooks,,,,,,,,,,,,,,,,
14056,14057,,Colab Notebooks,,,,,,,,,,,,,,,
14057,14058,,,,,,,,,,,,,,,,None,
14058,14059, Kaggle Notebooks,Colab Notebooks,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
14059,14060,,,,,,,,,,,,,,,,None,
14060,14061, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
14061,14062,,,,,,,,,,,,,,,,None,
14062,14063,,,,,,,,,,,,,,,,,
14063,14064,,,,, Binder / JupyterHub ,,,,,,,,,,,,
14064,14065,,,,,,,,,,,,,,,,None,
14065,14066,,,,,,,, Amazon Sagemaker Studio Notebooks , Amazon EMR Notebooks ,,,,,,,,
14066,14067,,Colab Notebooks,,,,,,,,,,,,,,,
14067,14068,,Colab Notebooks,,,,,,,,,,,,,,,
14068,14069, Kaggle Notebooks,,,,,,,,,,,,,,,,
14069,14070,,Colab Notebooks,,,,,,,,,,,,,,,
14070,14071, Kaggle Notebooks,,,,,,,,,,,,,,,,
14071,14072, Kaggle Notebooks,,,,,, IBM Watson Studio ,,,,,,,,,,
14072,14073, Kaggle Notebooks,,,,,,,,,,,,,,,,
14073,14074,,,,,,,,,,,,,,,,None,
14074,14075, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
14075,14076, Kaggle Notebooks,,,,,, IBM Watson Studio ,,,,,,,,,,
14076,14077,,,,,,, IBM Watson Studio ,,,,,,,,,,
14077,14078,,Colab Notebooks,,,,,,,,,,,,,,,
14078,14079,,,,,,, IBM Watson Studio ,,,,,,,,,,
14079,14080, Kaggle Notebooks,,,,,,,,,,,,,,,,
14080,14081, Kaggle Notebooks,,,,,,,,,,,,,,,,
14081,14082,,,,,,, IBM Watson Studio , Amazon Sagemaker Studio Notebooks , Amazon EMR Notebooks ,,,,,,,,
14082,14083,,,,,,,,,,,,,,,,None,
14083,14084, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
14084,14085,,,,,,,,,,,,,,,,None,
14085,14086,,,,,,,,,,,,,,,,None,
14086,14087,,,,,,,,,,,,,,,,,
14087,14088,,,,,,,,,,,,,,,,None,
14088,14089, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
14089,14090,,,,,,,,,,,,,,,,None,
14090,14091, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
14091,14092, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
14092,14093,,,,,,,,,,,,,,,,None,
14093,14094, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
14094,14095,,Colab Notebooks,,,,,,,,,,,,,,,
14095,14096,,,,,,,,,,,,,,,,None,
14096,14097,,,,, Binder / JupyterHub ,,, Amazon Sagemaker Studio Notebooks ,,,, Databricks Collaborative Notebooks ,,,,,
14097,14098, Kaggle Notebooks,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
14098,14099, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
14099,14100, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
14100,14101,,,,,,,,,,,,,,,,None,
14101,14102, Kaggle Notebooks,Colab Notebooks,,,,, IBM Watson Studio ,,,,,,,,,,
14102,14103, Kaggle Notebooks,,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
14103,14104,,Colab Notebooks,,,,,,,,,,,,,,,
14104,14105, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
14105,14106, Kaggle Notebooks,,,,,,,,,,,,,,,,
14106,14107,,,,,,,,,,,,,,,,None,
14107,14108,,Colab Notebooks,,,,,,,,,,,,,,,
14108,14109, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
14109,14110,,,,,,,,,,,,,,,,None,
14110,14111, Kaggle Notebooks,,,,,,,,,,,,,,,,
14111,14112,,,,,,,,,,,,,,,,None,
14112,14113, Kaggle Notebooks,,,,,,,,,,,,,,,,
14113,14114, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
14114,14115, Kaggle Notebooks,Colab Notebooks,Azure Notebooks, Paperspace / Gradient , Binder / JupyterHub , Code Ocean , IBM Watson Studio , Amazon Sagemaker Studio Notebooks , Amazon EMR Notebooks ,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab, Databricks Collaborative Notebooks , Zeppelin / Zepl Notebooks , Deepnote Notebooks , Observable Notebooks ,,
14115,14116,,,,,,,,,,,,,,,,None,
14116,14117,,,,,,,,,,,,,,,,None,
14117,14118, Kaggle Notebooks,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
14118,14119,,,,,,,,,,,Google Cloud Datalab,,,,,,
14119,14120,,Colab Notebooks,,,,,,,,,,,,,,,
14120,14121,,,,,,,,,,,,,,,,,
14121,14122,,,,,,,,,,,,,,,,None,
14122,14123,,Colab Notebooks,,,,,,,,,,,,,,,
14123,14124, Kaggle Notebooks,,,,,,,,,,,,,,,,
14124,14125, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
14125,14126,,,,,,,,,,,,,,,,None,
14126,14127,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
14127,14128,,Colab Notebooks,,,,,,,,,,,,,,,
14128,14129,,,,,,,,,,,,,,,,None,
14129,14130,,Colab Notebooks,,,,,,,,,,,,,,,
14130,14131, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
14131,14132, Kaggle Notebooks,,,,,,,,,,Google Cloud Datalab,,,,,,
14132,14133,,,,,,,,,,,,,,,,None,
14133,14134, Kaggle Notebooks,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
14134,14135,,,,,,,,,,,,,,,,None,
14135,14136,,,,,,,,,,,,,,,,None,
14136,14137, Kaggle Notebooks,Colab Notebooks,,,,, IBM Watson Studio ,,,,,,,,,,
14137,14138,,,,, Binder / JupyterHub ,,,,,,,,,,,,
14138,14139,,Colab Notebooks,,,,,,,,,,,,,,,
14139,14140, Kaggle Notebooks,Colab Notebooks,,,,, IBM Watson Studio ,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
14140,14141,,,,,,,,,,,,,,,,None,
14141,14142,,,,,,,,,,,,,,,,None,
14142,14143, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,,,, IBM Watson Studio ,,,,,,, Deepnote Notebooks ,,,
14143,14144,,,,,,,,,,,,,,,,,Other
14144,14145, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,,,,,,,,
14145,14146, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
14146,14147,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
14147,14148,,Colab Notebooks,,,,,,,,,,,,,,,
14148,14149,,Colab Notebooks,,,,,,,,,,,,,,,
